,dteday,yr,mnth,hr,weekday,season,weathersit,cnt,registered,casual
886,2011-02-09,2011,February,10,Wednesday,,Clear,59,51,8
887,2011-02-09,2011,February,11,Wednesday,,Cloudy,41,40,1
888,2011-02-09,2011,February,12,Wednesday,,Cloudy,61,57,4
889,2011-02-09,2011,February,13,Wednesday,,Clear,69,67,2
890,2011-02-09,2011,February,14,Wednesday,,Clear,58,56,2
891,2011-02-09,2011,February,15,Wednesday,,Cloudy,64,61,3
892,2011-02-09,2011,February,16,Wednesday,,Cloudy,79,72,7
893,2011-02-09,2011,February,17,Wednesday,,Cloudy,166,157,9
894,2011-02-09,2011,February,18,Wednesday,,Cloudy,170,168,2
895,2011-02-09,2011,February,19,Wednesday,,Light Snow/Rain,88,87,1
896,2011-02-09,2011,February,20,Wednesday,,Light Snow/Rain,84,84,0
897,2011-02-09,2011,February,21,Wednesday,,Cloudy,83,83,0
898,2011-02-09,2011,February,22,Wednesday,,Light Snow/Rain,46,42,4
899,2011-02-09,2011,February,23,Wednesday,,Light Snow/Rain,37,37,0
900,2011-02-10,2011,February,0,Thursday,,Light Snow/Rain,16,16,0
901,2011-02-10,2011,February,1,Thursday,,Light Snow/Rain,7,7,0
902,2011-02-10,2011,February,2,Thursday,,Light Snow/Rain,3,3,0
903,2011-02-10,2011,February,4,Thursday,,Cloudy,1,1,0
904,2011-02-10,2011,February,5,Thursday,,Cloudy,6,6,0
905,2011-02-10,2011,February,6,Thursday,,Cloudy,26,26,0
906,2011-02-10,2011,February,7,Thursday,,Clear,99,99,0
907,2011-02-10,2011,February,8,Thursday,,Clear,178,173,5
908,2011-02-10,2011,February,9,Thursday,,Clear,122,121,1
909,2011-02-10,2011,February,10,Thursday,,Clear,35,34,1
910,2011-02-10,2011,February,11,Thursday,,Clear,45,44,1
911,2011-02-10,2011,February,12,Thursday,,Clear,69,65,4
912,2011-02-10,2011,February,13,Thursday,,Clear,62,59,3
913,2011-02-10,2011,February,14,Thursday,,Clear,48,42,6
914,2011-02-10,2011,February,15,Thursday,,Clear,50,50,0
915,2011-02-10,2011,February,16,Thursday,,Clear,80,76,4
916,2011-02-10,2011,February,17,Thursday,,Clear,165,159,6
917,2011-02-10,2011,February,18,Thursday,,Clear,160,157,3
918,2011-02-10,2011,February,19,Thursday,,Clear,112,110,2
919,2011-02-10,2011,February,20,Thursday,,Clear,97,93,4
920,2011-02-10,2011,February,21,Thursday,,Clear,72,70,2
921,2011-02-10,2011,February,22,Thursday,,Clear,51,47,4
922,2011-02-10,2011,February,23,Thursday,,Clear,34,33,1
923,2011-02-11,2011,February,0,Friday,,Clear,14,12,2
924,2011-02-11,2011,February,1,Friday,,Clear,7,6,1
925,2011-02-11,2011,February,2,Friday,,Clear,3,3,0
926,2011-02-11,2011,February,5,Friday,,Clear,4,4,0
927,2011-02-11,2011,February,6,Friday,,Clear,24,23,1
928,2011-02-11,2011,February,7,Friday,,Clear,74,73,1
929,2011-02-11,2011,February,8,Friday,,Clear,216,212,4
930,2011-02-11,2011,February,9,Friday,,Clear,140,132,8
931,2011-02-11,2011,February,10,Friday,,Clear,44,39,5
932,2011-02-11,2011,February,11,Friday,,Clear,64,52,12
933,2011-02-11,2011,February,12,Friday,,Clear,71,64,7
934,2011-02-11,2011,February,13,Friday,,Clear,110,89,21
935,2011-02-11,2011,February,14,Friday,,Clear,84,67,17
936,2011-02-11,2011,February,15,Friday,,Clear,74,62,12
937,2011-02-11,2011,February,16,Friday,,Clear,125,111,14
938,2011-02-11,2011,February,17,Friday,,Clear,211,193,18
939,2011-02-11,2011,February,18,Friday,,Clear,174,165,9
940,2011-02-11,2011,February,19,Friday,,Clear,101,94,7
941,2011-02-11,2011,February,20,Friday,,Clear,63,61,2
942,2011-02-11,2011,February,21,Friday,,Clear,47,46,1
943,2011-02-11,2011,February,22,Friday,,Clear,43,41,2
944,2011-02-11,2011,February,23,Friday,,Clear,53,48,5
945,2011-02-12,2011,February,0,Saturday,,Clear,30,27,3
946,2011-02-12,2011,February,1,Saturday,,Clear,24,22,2
947,2011-02-12,2011,February,2,Saturday,,Clear,15,13,2
948,2011-02-12,2011,February,3,Saturday,,Clear,10,7,3
949,2011-02-12,2011,February,4,Saturday,,Clear,4,4,0
950,2011-02-12,2011,February,5,Saturday,,Clear,1,1,0
951,2011-02-12,2011,February,6,Saturday,,Clear,2,1,1
952,2011-02-12,2011,February,7,Saturday,,Clear,11,9,2
953,2011-02-12,2011,February,8,Saturday,,Clear,30,28,2
954,2011-02-12,2011,February,9,Saturday,,Clear,43,38,5
955,2011-02-12,2011,February,10,Saturday,,Clear,84,71,13
956,2011-02-12,2011,February,11,Saturday,,Clear,114,84,30
957,2011-02-12,2011,February,12,Saturday,,Clear,120,93,27
958,2011-02-12,2011,February,13,Saturday,,Clear,135,103,32
959,2011-02-12,2011,February,14,Saturday,,Clear,120,90,30
960,2011-02-12,2011,February,15,Saturday,,Clear,174,127,47
961,2011-02-12,2011,February,16,Saturday,,Clear,145,103,42
962,2011-02-12,2011,February,17,Saturday,,Clear,137,113,24
963,2011-02-12,2011,February,18,Saturday,,Clear,64,60,4
964,2011-02-12,2011,February,19,Saturday,,Clear,41,39,2
965,2011-02-12,2011,February,20,Saturday,,Clear,40,39,1
966,2011-02-12,2011,February,21,Saturday,,Clear,51,42,9
967,2011-02-12,2011,February,22,Saturday,,Clear,45,39,6
968,2011-02-12,2011,February,23,Saturday,,Clear,32,31,1
969,2011-02-13,2011,February,0,Sunday,,Clear,39,34,5
970,2011-02-13,2011,February,1,Sunday,,Clear,24,23,1
971,2011-02-13,2011,February,2,Sunday,,Cloudy,20,19,1
972,2011-02-13,2011,February,3,Sunday,,Cloudy,12,8,4
973,2011-02-13,2011,February,4,Sunday,,Cloudy,2,2,0
974,2011-02-13,2011,February,6,Sunday,,Cloudy,5,3,2
975,2011-02-13,2011,February,7,Sunday,,Cloudy,3,3,0
976,2011-02-13,2011,February,8,Sunday,,Cloudy,12,11,1
977,2011-02-13,2011,February,9,Sunday,,Cloudy,47,35,12
978,2011-02-13,2011,February,10,Sunday,,Clear,105,86,19
979,2011-02-13,2011,February,11,Sunday,,Clear,112,86,26
980,2011-02-13,2011,February,12,Sunday,,Clear,152,94,58
981,2011-02-13,2011,February,13,Sunday,,Clear,154,92,62
982,2011-02-13,2011,February,14,Sunday,,Cloudy,161,110,51
983,2011-02-13,2011,February,15,Sunday,,Cloudy,162,122,40
984,2011-02-13,2011,February,16,Sunday,,Cloudy,134,106,28
985,2011-02-13,2011,February,17,Sunday,,Clear,125,95,30
986,2011-02-13,2011,February,18,Sunday,,Clear,95,78,17
987,2011-02-13,2011,February,19,Sunday,,Clear,61,50,11
988,2011-02-13,2011,February,20,Sunday,,Clear,47,32,15
989,2011-02-13,2011,February,21,Sunday,,Clear,51,45,6
990,2011-02-13,2011,February,22,Sunday,,Clear,36,31,5
991,2011-02-13,2011,February,23,Sunday,,Clear,30,27,3
992,2011-02-14,2011,February,0,Monday,,Clear,11,8,3
993,2011-02-14,2011,February,1,Monday,,Clear,7,6,1
994,2011-02-14,2011,February,2,Monday,,Clear,2,2,0
995,2011-02-14,2011,February,3,Monday,,Clear,2,1,1
996,2011-02-14,2011,February,4,Monday,,Clear,2,2,0
997,2011-02-14,2011,February,5,Monday,,Clear,3,3,0
998,2011-02-14,2011,February,6,Monday,,Clear,26,25,1
999,2011-02-14,2011,February,7,Monday,,Clear,98,96,2
1000,2011-02-14,2011,February,8,Monday,,Clear,256,249,7
1001,2011-02-14,2011,February,9,Monday,,Clear,130,122,8
1002,2011-02-14,2011,February,10,Monday,,Clear,55,46,9
1003,2011-02-14,2011,February,11,Monday,,Clear,53,43,10
1004,2011-02-14,2011,February,12,Monday,,Clear,126,99,27
1005,2011-02-14,2011,February,13,Monday,,Clear,120,93,27
1006,2011-02-14,2011,February,14,Monday,,Clear,90,76,14
1007,2011-02-14,2011,February,15,Monday,,Clear,90,71,19
1008,2011-02-14,2011,February,16,Monday,,Clear,118,102,16
1009,2011-02-14,2011,February,17,Monday,,Clear,243,218,25
1010,2011-02-14,2011,February,18,Monday,,Clear,205,194,11
1011,2011-02-14,2011,February,19,Monday,,Clear,98,86,12
1012,2011-02-14,2011,February,20,Monday,,Clear,70,65,5
1013,2011-02-14,2011,February,21,Monday,,Clear,43,35,8
1014,2011-02-14,2011,February,22,Monday,,Clear,45,44,1
1015,2011-02-14,2011,February,23,Monday,,Clear,20,19,1
1016,2011-02-15,2011,February,0,Tuesday,,Clear,19,12,7
1017,2011-02-15,2011,February,1,Tuesday,,Clear,5,5,0
1018,2011-02-15,2011,February,2,Tuesday,,Clear,3,2,1
1019,2011-02-15,2011,February,4,Tuesday,,Clear,1,1,0
1020,2011-02-15,2011,February,5,Tuesday,,Clear,4,4,0
1021,2011-02-15,2011,February,6,Tuesday,,Clear,30,30,0
1022,2011-02-15,2011,February,7,Tuesday,,Clear,105,103,2
1023,2011-02-15,2011,February,8,Tuesday,,Clear,223,213,10
1024,2011-02-15,2011,February,9,Tuesday,,Clear,110,108,2
1025,2011-02-15,2011,February,10,Tuesday,,Clear,52,47,5
1026,2011-02-15,2011,February,11,Tuesday,,Clear,57,46,11
1027,2011-02-15,2011,February,12,Tuesday,,Clear,71,65,6
1028,2011-02-15,2011,February,13,Tuesday,,Clear,82,68,14
1029,2011-02-15,2011,February,14,Tuesday,,Clear,79,69,10
1030,2011-02-15,2011,February,15,Tuesday,,Clear,85,74,11
1031,2011-02-15,2011,February,16,Tuesday,,Clear,98,77,21
1032,2011-02-15,2011,February,17,Tuesday,,Clear,206,191,15
1033,2011-02-15,2011,February,18,Tuesday,,Clear,212,198,14
1034,2011-02-15,2011,February,19,Tuesday,,Clear,145,142,3
1035,2011-02-15,2011,February,20,Tuesday,,Clear,101,98,3
1036,2011-02-15,2011,February,21,Tuesday,,Clear,66,61,5
1037,2011-02-15,2011,February,22,Tuesday,,Clear,41,41,0
1038,2011-02-15,2011,February,23,Tuesday,,Cloudy,20,20,0
1039,2011-02-16,2011,February,0,Wednesday,,Clear,15,15,0
1040,2011-02-16,2011,February,1,Wednesday,,Clear,9,9,0
1041,2011-02-16,2011,February,3,Wednesday,,Cloudy,1,1,0
1042,2011-02-16,2011,February,4,Wednesday,,Clear,1,1,0
1043,2011-02-16,2011,February,5,Wednesday,,Clear,5,5,0
1044,2011-02-16,2011,February,6,Wednesday,,Clear,33,32,1
1045,2011-02-16,2011,February,7,Wednesday,,Cloudy,108,103,5
1046,2011-02-16,2011,February,8,Wednesday,,Cloudy,230,224,6
1047,2011-02-16,2011,February,9,Wednesday,,Clear,124,122,2
1048,2011-02-16,2011,February,10,Wednesday,,Clear,69,55,14
1049,2011-02-16,2011,February,11,Wednesday,,Clear,66,59,7
1050,2011-02-16,2011,February,12,Wednesday,,Clear,86,72,14
1051,2011-02-16,2011,February,13,Wednesday,,Clear,93,80,13
1052,2011-02-16,2011,February,14,Wednesday,,Clear,82,65,17
1053,2011-02-16,2011,February,15,Wednesday,,Clear,117,82,35
1054,2011-02-16,2011,February,16,Wednesday,,Clear,122,96,26
1055,2011-02-16,2011,February,17,Wednesday,,Clear,255,244,11
1056,2011-02-16,2011,February,18,Wednesday,,Clear,222,202,20
1057,2011-02-16,2011,February,19,Wednesday,,Clear,161,143,18
1058,2011-02-16,2011,February,20,Wednesday,,Clear,118,108,10
1059,2011-02-16,2011,February,21,Wednesday,,Clear,92,87,5
1060,2011-02-16,2011,February,22,Wednesday,,Clear,73,61,12
1061,2011-02-16,2011,February,23,Wednesday,,Clear,33,31,2
1062,2011-02-17,2011,February,0,Thursday,,Clear,17,16,1
1063,2011-02-17,2011,February,1,Thursday,,Clear,6,6,0
1064,2011-02-17,2011,February,2,Thursday,,Cloudy,6,4,2
1065,2011-02-17,2011,February,3,Thursday,,Clear,4,1,3
1066,2011-02-17,2011,February,4,Thursday,,Clear,4,1,3
1067,2011-02-17,2011,February,5,Thursday,,Clear,12,11,1
1068,2011-02-17,2011,February,6,Thursday,,Clear,47,44,3
1069,2011-02-17,2011,February,7,Thursday,,Clear,126,119,7
1070,2011-02-17,2011,February,8,Thursday,,Clear,285,267,18
1071,2011-02-17,2011,February,9,Thursday,,Clear,179,163,16
1072,2011-02-17,2011,February,10,Thursday,,Clear,88,70,18
1073,2011-02-17,2011,February,11,Thursday,,Cloudy,90,71,19
1074,2011-02-17,2011,February,12,Thursday,,Clear,101,86,15
1075,2011-02-17,2011,February,13,Thursday,,Clear,123,108,15
1076,2011-02-17,2011,February,14,Thursday,,Clear,81,55,26
1077,2011-02-17,2011,February,15,Thursday,,Clear,106,91,15
1078,2011-02-17,2011,February,16,Thursday,,Cloudy,146,117,29
1079,2011-02-17,2011,February,17,Thursday,,Cloudy,274,256,18
1080,2011-02-17,2011,February,18,Thursday,,Cloudy,222,211,11
1081,2011-02-17,2011,February,19,Thursday,,Clear,175,161,14
1082,2011-02-17,2011,February,20,Thursday,,Clear,139,131,8
1083,2011-02-17,2011,February,21,Thursday,,Clear,124,119,5
1084,2011-02-17,2011,February,22,Thursday,,Clear,76,68,8
1085,2011-02-17,2011,February,23,Thursday,,Clear,44,40,4
1086,2011-02-18,2011,February,0,Friday,,Clear,32,20,12
1087,2011-02-18,2011,February,1,Friday,,Clear,8,7,1
1088,2011-02-18,2011,February,2,Friday,,Clear,7,5,2
1089,2011-02-18,2011,February,3,Friday,,Clear,8,6,2
1090,2011-02-18,2011,February,4,Friday,,Clear,1,1,0
1091,2011-02-18,2011,February,5,Friday,,Cloudy,7,6,1
1092,2011-02-18,2011,February,6,Friday,,Cloudy,50,48,2
1093,2011-02-18,2011,February,7,Friday,,Cloudy,116,108,8
1094,2011-02-18,2011,February,8,Friday,,Cloudy,272,246,26
1095,2011-02-18,2011,February,9,Friday,,Cloudy,169,154,15
1096,2011-02-18,2011,February,10,Friday,,Cloudy,95,78,17
1097,2011-02-18,2011,February,11,Friday,,Clear,113,82,31
1098,2011-02-18,2011,February,12,Friday,,Clear,185,126,59
1099,2011-02-18,2011,February,13,Friday,,Clear,176,131,45
1100,2011-02-18,2011,February,14,Friday,,Clear,191,118,73
1101,2011-02-18,2011,February,15,Friday,,Clear,172,117,55
1102,2011-02-18,2011,February,16,Friday,,Clear,232,164,68
1103,2011-02-18,2011,February,17,Friday,,Clear,327,275,52
1104,2011-02-18,2011,February,18,Friday,,Clear,224,195,29
1105,2011-02-18,2011,February,19,Friday,,Clear,162,146,16
1106,2011-02-18,2011,February,20,Friday,,Clear,124,105,19
1107,2011-02-18,2011,February,21,Friday,,Clear,72,61,11
1108,2011-02-18,2011,February,22,Friday,,Clear,107,88,19
1109,2011-02-18,2011,February,23,Friday,,Clear,77,61,16
1110,2011-02-19,2011,February,0,Saturday,,Clear,29,23,6
1111,2011-02-19,2011,February,1,Saturday,,Clear,31,21,10
1112,2011-02-19,2011,February,2,Saturday,,Clear,17,14,3
1113,2011-02-19,2011,February,3,Saturday,,Clear,7,7,0
1114,2011-02-19,2011,February,4,Saturday,,Clear,3,3,0
1115,2011-02-19,2011,February,5,Saturday,,Clear,3,3,0
1116,2011-02-19,2011,February,6,Saturday,,Clear,6,3,3
1117,2011-02-19,2011,February,7,Saturday,,Clear,22,16,6
1118,2011-02-19,2011,February,8,Saturday,,Clear,45,36,9
1119,2011-02-19,2011,February,9,Saturday,,Clear,55,37,18
1120,2011-02-19,2011,February,10,Saturday,,Clear,106,72,34
1121,2011-02-19,2011,February,11,Saturday,,Clear,123,76,47
1122,2011-02-19,2011,February,12,Saturday,,Clear,119,81,38
1123,2011-02-19,2011,February,13,Saturday,,Clear,155,103,52
1124,2011-02-19,2011,February,14,Saturday,,Clear,196,94,102
1125,2011-02-19,2011,February,15,Saturday,,Clear,171,87,84
1126,2011-02-19,2011,February,16,Saturday,,Clear,120,81,39
1127,2011-02-19,2011,February,17,Saturday,,Clear,127,91,36
1128,2011-02-19,2011,February,18,Saturday,,Clear,88,67,21
1129,2011-02-19,2011,February,19,Saturday,,Clear,59,54,5
1130,2011-02-19,2011,February,20,Saturday,,Clear,47,38,9
1131,2011-02-19,2011,February,21,Saturday,,Clear,33,29,4
1132,2011-02-19,2011,February,22,Saturday,,Clear,44,42,2
1133,2011-02-19,2011,February,23,Saturday,,Clear,29,25,4
1134,2011-02-20,2011,February,0,Sunday,,Clear,17,14,3
1135,2011-02-20,2011,February,1,Sunday,,Clear,16,11,5
1136,2011-02-20,2011,February,2,Sunday,,Clear,17,17,0
1137,2011-02-20,2011,February,3,Sunday,,Clear,18,9,9
1138,2011-02-20,2011,February,4,Sunday,,Clear,1,1,0
1139,2011-02-20,2011,February,6,Sunday,,Clear,2,1,1
1140,2011-02-20,2011,February,7,Sunday,,Clear,2,2,0
1141,2011-02-20,2011,February,8,Sunday,,Clear,24,22,2
1142,2011-02-20,2011,February,9,Sunday,,Clear,55,48,7
1143,2011-02-20,2011,February,10,Sunday,,Cloudy,104,70,34
1144,2011-02-20,2011,February,11,Sunday,,Cloudy,161,89,72
1145,2011-02-20,2011,February,12,Sunday,,Clear,182,120,62
1146,2011-02-20,2011,February,13,Sunday,,Clear,198,122,76
1147,2011-02-20,2011,February,14,Sunday,,Clear,212,104,108
1148,2011-02-20,2011,February,15,Sunday,,Clear,168,102,66
1149,2011-02-20,2011,February,16,Sunday,,Clear,147,88,59
1150,2011-02-20,2011,February,17,Sunday,,Clear,146,86,60
1151,2011-02-20,2011,February,18,Sunday,,Cloudy,101,71,30
1152,2011-02-20,2011,February,19,Sunday,,Cloudy,42,39,3
1153,2011-02-20,2011,February,20,Sunday,,Cloudy,42,30,12
1154,2011-02-20,2011,February,21,Sunday,,Cloudy,56,39,17
1155,2011-02-20,2011,February,22,Sunday,,Cloudy,47,43,4
1156,2011-02-20,2011,February,23,Sunday,,Cloudy,54,45,9
1157,2011-02-21,2011,February,0,Monday,,Cloudy,37,30,7
1158,2011-02-21,2011,February,1,Monday,,Cloudy,13,11,2
1159,2011-02-21,2011,February,2,Monday,,Cloudy,4,3,1
1160,2011-02-21,2011,February,3,Monday,,Cloudy,5,3,2
1161,2011-02-21,2011,February,4,Monday,,Clear,1,0,1
1162,2011-02-21,2011,February,5,Monday,,Cloudy,3,2,1
1163,2011-02-21,2011,February,6,Monday,,Cloudy,8,6,2
1164,2011-02-21,2011,February,7,Monday,,Cloudy,19,16,3
1165,2011-02-21,2011,February,8,Monday,,Cloudy,63,56,7
1166,2011-02-21,2011,February,9,Monday,,Cloudy,57,46,11
1167,2011-02-21,2011,February,10,Monday,,Cloudy,81,52,29
1168,2011-02-21,2011,February,11,Monday,,Cloudy,90,70,20
1169,2011-02-21,2011,February,12,Monday,,Cloudy,93,67,26
1170,2011-02-21,2011,February,13,Monday,,Light Snow/Rain,103,75,28
1171,2011-02-21,2011,February,14,Monday,,Cloudy,116,101,15
1172,2011-02-21,2011,February,15,Monday,,Cloudy,87,76,11
1173,2011-02-21,2011,February,16,Monday,,Light Snow/Rain,56,48,8
1174,2011-02-21,2011,February,17,Monday,,Cloudy,80,62,18
1175,2011-02-21,2011,February,18,Monday,,Cloudy,66,64,2
1176,2011-02-21,2011,February,19,Monday,,Cloudy,49,49,0
1177,2011-02-21,2011,February,20,Monday,,Light Snow/Rain,29,29,0
1178,2011-02-21,2011,February,21,Monday,,Light Snow/Rain,34,33,1
1179,2011-02-21,2011,February,22,Monday,,Light Snow/Rain,11,11,0
1180,2011-02-21,2011,February,23,Monday,,Light Snow/Rain,2,2,0
1181,2011-02-22,2011,February,6,Tuesday,,Cloudy,7,7,0
1182,2011-02-22,2011,February,7,Tuesday,,Cloudy,40,40,0
1183,2011-02-22,2011,February,8,Tuesday,,Cloudy,114,107,7
1184,2011-02-22,2011,February,9,Tuesday,,Cloudy,106,101,5
1185,2011-02-22,2011,February,10,Tuesday,,Clear,44,44,0
1186,2011-02-22,2011,February,11,Tuesday,,Clear,50,43,7
1187,2011-02-22,2011,February,12,Tuesday,,Clear,55,48,7
1188,2011-02-22,2011,February,13,Tuesday,,Clear,55,52,3
1189,2011-02-22,2011,February,14,Tuesday,,Clear,58,49,9
1190,2011-02-22,2011,February,15,Tuesday,,Clear,69,67,2
1191,2011-02-22,2011,February,16,Tuesday,,Clear,86,79,7
1192,2011-02-22,2011,February,17,Tuesday,,Clear,196,188,8
1193,2011-02-22,2011,February,18,Tuesday,,Clear,167,161,6
1194,2011-02-22,2011,February,19,Tuesday,,Clear,118,114,4
1195,2011-02-22,2011,February,20,Tuesday,,Clear,105,102,3
1196,2011-02-22,2011,February,21,Tuesday,,Clear,82,80,2
1197,2011-02-22,2011,February,22,Tuesday,,Clear,77,76,1
1198,2011-02-22,2011,February,23,Tuesday,,Clear,21,18,3
1199,2011-02-23,2011,February,0,Wednesday,,Clear,6,6,0
1200,2011-02-23,2011,February,1,Wednesday,,Clear,4,4,0
1201,2011-02-23,2011,February,2,Wednesday,,Clear,1,1,0
1202,2011-02-23,2011,February,3,Wednesday,,Clear,2,2,0
1203,2011-02-23,2011,February,5,Wednesday,,Clear,8,8,0
1204,2011-02-23,2011,February,6,Wednesday,,Clear,36,36,0
1205,2011-02-23,2011,February,7,Wednesday,,Clear,96,94,2
1206,2011-02-23,2011,February,8,Wednesday,,Clear,235,227,8
1207,2011-02-23,2011,February,9,Wednesday,,Clear,139,130,9
1208,2011-02-23,2011,February,10,Wednesday,,Clear,51,47,4
1209,2011-02-23,2011,February,11,Wednesday,,Clear,69,53,16
1210,2011-02-23,2011,February,12,Wednesday,,Clear,67,56,11
1211,2011-02-23,2011,February,13,Wednesday,,Clear,87,78,9
1212,2011-02-23,2011,February,14,Wednesday,,Clear,78,61,17
1213,2011-02-23,2011,February,15,Wednesday,,Clear,72,54,18
1214,2011-02-23,2011,February,16,Wednesday,,Clear,94,79,15
1215,2011-02-23,2011,February,17,Wednesday,,Clear,222,207,15
1216,2011-02-23,2011,February,18,Wednesday,,Clear,209,206,3
1217,2011-02-23,2011,February,19,Wednesday,,Clear,141,135,6
1218,2011-02-23,2011,February,20,Wednesday,,Clear,109,107,2
1219,2011-02-23,2011,February,21,Wednesday,,Clear,91,89,2
1220,2011-02-23,2011,February,22,Wednesday,,Clear,61,60,1
1221,2011-02-23,2011,February,23,Wednesday,,Clear,39,38,1
1222,2011-02-24,2011,February,0,Thursday,,Clear,11,11,0
1223,2011-02-24,2011,February,1,Thursday,,Clear,7,7,0
1224,2011-02-24,2011,February,2,Thursday,,Clear,4,4,0
1225,2011-02-24,2011,February,3,Thursday,,Clear,2,2,0
1226,2011-02-24,2011,February,5,Thursday,,Clear,4,3,1
1227,2011-02-24,2011,February,6,Thursday,,Clear,58,58,0
1228,2011-02-24,2011,February,7,Thursday,,Clear,104,104,0
1229,2011-02-24,2011,February,8,Thursday,,Clear,252,244,8
1230,2011-02-24,2011,February,9,Thursday,,Cloudy,137,133,4
1231,2011-02-24,2011,February,10,Thursday,,Cloudy,57,49,8
1232,2011-02-24,2011,February,11,Thursday,,Cloudy,79,71,8
1233,2011-02-24,2011,February,12,Thursday,,Cloudy,95,85,10
1234,2011-02-24,2011,February,13,Thursday,,Cloudy,88,72,16
1235,2011-02-24,2011,February,14,Thursday,,Cloudy,69,67,2
1236,2011-02-24,2011,February,15,Thursday,,Light Snow/Rain,63,58,5
1237,2011-02-24,2011,February,16,Thursday,,Light Snow/Rain,71,67,4
1238,2011-02-24,2011,February,17,Thursday,,Light Snow/Rain,177,168,9
1239,2011-02-24,2011,February,18,Thursday,,Cloudy,137,132,5
1240,2011-02-24,2011,February,19,Thursday,,Light Snow/Rain,115,112,3
1241,2011-02-24,2011,February,20,Thursday,,Cloudy,89,87,2
1242,2011-02-24,2011,February,21,Thursday,,Cloudy,83,76,7
1243,2011-02-24,2011,February,22,Thursday,,Light Snow/Rain,55,50,5
1244,2011-02-24,2011,February,23,Thursday,,Cloudy,50,47,3
1245,2011-02-25,2011,February,0,Friday,,Light Snow/Rain,9,8,1
1246,2011-02-25,2011,February,1,Friday,,Cloudy,10,9,1
1247,2011-02-25,2011,February,2,Friday,,Cloudy,3,3,0
1248,2011-02-25,2011,February,3,Friday,,Cloudy,2,1,1
1249,2011-02-25,2011,February,5,Friday,,Cloudy,6,5,1
1250,2011-02-25,2011,February,6,Friday,,Light Snow/Rain,11,11,0
1251,2011-02-25,2011,February,7,Friday,,Light Snow/Rain,35,34,1
1252,2011-02-25,2011,February,8,Friday,,Light Snow/Rain,73,70,3
1253,2011-02-25,2011,February,9,Friday,,Light Snow/Rain,114,111,3
1254,2011-02-25,2011,February,10,Friday,,Light Snow/Rain,49,42,7
1255,2011-02-25,2011,February,11,Friday,,Clear,59,50,9
1256,2011-02-25,2011,February,12,Friday,,Light Snow/Rain,115,95,20
1257,2011-02-25,2011,February,13,Friday,,Light Snow/Rain,83,77,6
1258,2011-02-25,2011,February,14,Friday,,Light Snow/Rain,85,71,14
1259,2011-02-25,2011,February,15,Friday,,Clear,55,50,5
1260,2011-02-25,2011,February,16,Friday,,Clear,102,91,11
1261,2011-02-25,2011,February,17,Friday,,Clear,189,181,8
1262,2011-02-25,2011,February,18,Friday,,Clear,157,150,7
1263,2011-02-25,2011,February,19,Friday,,Clear,90,86,4
1264,2011-02-25,2011,February,20,Friday,,Clear,62,60,2
1265,2011-02-25,2011,February,21,Friday,,Clear,63,56,7
1266,2011-02-25,2011,February,22,Friday,,Clear,50,43,7
1267,2011-02-25,2011,February,23,Friday,,Clear,39,37,2
1268,2011-02-26,2011,February,0,Saturday,,Clear,28,25,3
1269,2011-02-26,2011,February,1,Saturday,,Clear,27,25,2
1270,2011-02-26,2011,February,2,Saturday,,Clear,12,9,3
1271,2011-02-26,2011,February,3,Saturday,,Clear,8,7,1
1272,2011-02-26,2011,February,4,Saturday,,Cloudy,2,1,1
1273,2011-02-26,2011,February,5,Saturday,,Cloudy,10,9,1
1274,2011-02-26,2011,February,6,Saturday,,Clear,7,6,1
1275,2011-02-26,2011,February,7,Saturday,,Clear,22,21,1
1276,2011-02-26,2011,February,8,Saturday,,Cloudy,57,55,2
1277,2011-02-26,2011,February,9,Saturday,,Cloudy,74,65,9
1278,2011-02-26,2011,February,10,Saturday,,Cloudy,85,71,14
1279,2011-02-26,2011,February,11,Saturday,,Clear,126,100,26
1280,2011-02-26,2011,February,12,Saturday,,Cloudy,160,115,45
1281,2011-02-26,2011,February,13,Saturday,,Cloudy,174,136,38
1282,2011-02-26,2011,February,14,Saturday,,Cloudy,211,154,57
1283,2011-02-26,2011,February,15,Saturday,,Cloudy,165,125,40
1284,2011-02-26,2011,February,16,Saturday,,Clear,171,130,41
1285,2011-02-26,2011,February,17,Saturday,,Clear,183,130,53
1286,2011-02-26,2011,February,18,Saturday,,Clear,137,111,26
1287,2011-02-26,2011,February,19,Saturday,,Clear,94,64,30
1288,2011-02-26,2011,February,20,Saturday,,Clear,68,60,8
1289,2011-02-26,2011,February,21,Saturday,,Clear,68,59,9
1290,2011-02-26,2011,February,22,Saturday,,Clear,46,38,8
1291,2011-02-26,2011,February,23,Saturday,,Clear,34,29,5
1292,2011-02-27,2011,February,0,Sunday,,Clear,34,26,8
1293,2011-02-27,2011,February,1,Sunday,,Clear,37,30,7
1294,2011-02-27,2011,February,2,Sunday,,Clear,22,20,2
1295,2011-02-27,2011,February,3,Sunday,,Clear,11,8,3
1296,2011-02-27,2011,February,4,Sunday,,Clear,2,2,0
1297,2011-02-27,2011,February,6,Sunday,,Clear,3,1,2
1298,2011-02-27,2011,February,7,Sunday,,Clear,14,8,6
1299,2011-02-27,2011,February,8,Sunday,,Clear,35,26,9
1300,2011-02-27,2011,February,9,Sunday,,Clear,59,42,17
1301,2011-02-27,2011,February,10,Sunday,,Clear,103,79,24
